date,tweet,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound
October 7, get delta 8!!! it’s so good friend.,0.618,0.0,0.382,0.844
October 7, Lol delta 8 is gr8. Mix it with some CBD flower so it’s not as strong,0.307,0.127,0.566,0.5856
October 7, It’s Hundred points symbol honestly. I love my delta 8 pen,0.507,0.0,0.493,0.802
October 7, It’s official: California legalizes CBD (but not delta-8 THC) http://dlvr.it/S972Qz,0.0,0.0,1.0,0.0
October 7," id say CBD is seltzer, delta 8 is diet weed xD",0.297,0.0,0.703,0.5859
October 7, Try delta 8 it’s no JOKE,0.361,0.271,0.369,0.186
October 7, That Delta 8 do slap tho,0.286,0.0,0.714,0.1531
October 7, This delta 8 x thc o vape been hitting all week. Order it.,0.0,0.0,1.0,0.0
October 7, Delta 8 is nice af too! It’s a legal version of delta 9 and doesn’t give you that anxiety/paranoia forreal,0.234,0.0,0.766,0.5562
October 7, Delta 8 is the full realization of all the fake “Legal Kush” ads from fifteen years ago,0.0,0.171,0.829,-0.4767
October 7, Idk how I feel towards you if you think Delta 8 gets you “fucked up”,0.0,0.104,0.896,-0.1027
October 7, Yeah that delta 8 shit is crazy,0.196,0.536,0.268,-0.5859
October 8," Yeah delta 8 isn't bad at all. I smoke a Delta 8 cart during the day then switch to regular D9 dabs/ect after work :).

I was pleasantly surprised the first time I tried it, for sure.",0.322,0.0,0.678,0.8847
October 8, Shoulnt have smocked that delta 8 from te mall kiosk,0.0,0.0,1.0,0.0
October 8, yesss i went back to regular flower/carts earlier this year when i went to Denver and i didn’t care too much for the high. i was perplexed like “do i like delta 8 more????”,0.258,0.065,0.677,0.782
October 8, yo i just tried Delta 8 flower from the smoke shop. and this shit is actually hella good,0.149,0.198,0.653,-0.2633
October 8," FDA and CDC Issues Warnings on Delta-8 THC Products via 
@cannabis_net",0.0,0.18,0.82,-0.296
October 8, Still trying to wrap my mind around delta 8 thc being legal,0.13,0.0,0.87,0.128
October 8, bought a 10 pack of delta 8 gummies from the single sketchiest most money-laundering store I've ever seen,0.0,0.0,1.0,0.0
October 8," Finally tried Delta-8

Am I high? Yes. 
Am I high as I would be if I smoked some AAA bud? No.

But the good taste and no weed smell makes it worth it if ya out and about.",0.201,0.105,0.694,0.6136
October 8," If you ever have a mind to experiment and can trust a bit, I would seriously recommend Delta 8 THC tinctures or vapes. Great high feeling in your mind and body, but it won’t rip you completely like bud. Much less paranoia.",0.249,0.074,0.677,0.7893
October 8," Nah delta-8 be having me high as hell lmao and my cat, he fucking loves getting high Loudly crying face .. the gummies hit too",0.213,0.246,0.541,-0.0534
October 8, CBD≠Delta 8 stop comin in my store askin for CBD pens y’all sound like idiots,0.15,0.132,0.719,0.0772
October 9, I wish I had a new battery & a new cart rn. But I don’t want delta 8 no more. I’m tryna d*e when I hit it pause,0.143,0.121,0.736,-0.128
October 9," CBD is changing my life. Delta-8 as well. I’ll always love you, Delta-9, but sometimes you’re like driving a rollercoaster to work. 

Still pass that, tho. 

Cannabis is amazing.",0.344,0.0,0.656,0.9118
October 9, Just buy some delta 8 homie,0.0,0.0,1.0,0.0
October 9, Why have I been stressed since I was born?? This fucking sucks. The only thing that's actually fucking helped is weed and now Ive only got this stupid delta 8 shit which fucks with my ptsd-esque symptoms,0.0,0.359,0.641,-0.9456
October 9," Delta-8 is blowing my mind. Its feels no different than real THC.

Guess I'm a fan now.",0.124,0.119,0.757,0.0258
October 9, This delta 8 cart really saving me from walking out and sabotaging things going well for me,0.123,0.0,0.877,0.2732
October 9, I had a delta 8 gummy worm and had to rethink my life for 2 days lmfao,0.226,0.0,0.774,0.5423
October 9, No cap delta 8 had me geeked.,0.0,0.306,0.694,-0.296
October 9, I think Delta 8 is real ,0.0,0.0,1.0,0.0
October 9, i am not smoking anything called kratom or delta 8. i learned my lesson with k2 back in 2009 thank you,0.122,0.0,0.878,0.3612
October 10, DEA raiding my apartment and making fun of me for smoking delta 8,0.231,0.0,0.769,0.5106
October 10, Those delta 8 gummies be hitting low key lmao,0.325,0.175,0.5,0.4215
October 10, Delta-8 hasn’t really done much for me. It def is a high but not what I’m looking for,0.0,0.0,1.0,0.0
October 10, The 8 in delta 8 stand for 8 seconds bc that’s how long the high last,0.0,0.0,1.0,0.0
October 10," Just got my new delta 8 cart and gummy’s from cbd nugs. Bro, they’re a great company and I definitely recommend them. ",0.368,0.0,0.632,0.8519
October 10, Delta 8 is lowkey the shit,0.5,0.0,0.5,0.6124
October 10," Don’t smoke delta 8 it’s not worth it trust me it’s not good.. Some would say it’s a waste. Don’t smoke delta 8 it’s not recommended by some. 

However me (a genius guy) has NEVER!! Smoked delta 8 from smokers choice. Not once not twice not ever. Seriously who would do that?",0.028,0.173,0.798,-0.7799
October 10, Lmao delta 8 fr just makes me sleepy,0.394,0.0,0.606,0.5994
October 10," Just so we're all on the same page, delta 8 edibles will still get you pretty high.",0.176,0.0,0.824,0.4939
October 10, Aint no way that was delta-8 I’m off a bean rn,0.173,0.0,0.827,0.2235
October 11, That's why I didnt say marijuana initiallyHugging face. Herbs and spices just sounds more subtle and neutral. Delta-8 is also great for my anxiety disorders so I'm very grateful we finally have shops that's carry it more,0.181,0.04,0.779,0.788
October 11," Someone explain why in the state of Tennessee, Delta 9 THC is classified in the same class as heroin. But you can buy delta 8 THC at the local shell for $25. That’s so ass backwards to me.",0.0,0.197,0.803,-0.8533
October 11," The best Delta 8 products I've ever tried, adding the some CBD to the next order cause I'm hearing great things",0.316,0.0,0.684,0.8519
October 11, Damn delta 8 cart some fucking Reggie,0.0,0.351,0.649,-0.4019
October 11," Actually, if you dug a smidge you would see that it's actually delta-8, which is legal in every state and I smoke it because it helps with my heart issues. So be kind and do your research.",0.196,0.0,0.804,0.7769
October 11, Delta 8 ain't shit.,0.594,0.0,0.406,0.4449
October 11," I’ve also been doing a LOT of edibles so there’s that, too. Delta 8 THC is the shit (and totally legal in my ass-backwards state which is a bonus). This shit helps me sleep sooooo well.",0.341,0.0,0.659,0.9259
October 11, Girl are you Delta 8 THC? Because you make me sick to my stomach,0.0,0.216,0.784,-0.5106
October 11," I don't really get high from Delta 8, just feel good but completely functional.  Great alternative to totally stoned.",0.334,0.0,0.666,0.8409
October 11, Niggas selling some shit called Delta 8 in smoke shops thats not illegal but will make you fail a drug test. God save us from this laboratory shit.,0.214,0.328,0.457,-0.6945
October 12, Fortunately it's just Delta 8 and nothing too strong,0.0,0.278,0.722,-0.4023
October 12," it works best for me with some kinda thc component, big fan of delta 8 lately",0.333,0.0,0.667,0.7579
October 12, Wakings up high off delta 8 is extremely unpleasant,0.0,0.326,0.674,-0.5256
October 12," Yesterday, the Washington Medical Commission sent out an alert about children ingesting delta 8 THC products and requiring hospitalization. The Washington Poison Control Center says they have no reports in their database of exposure to delta 8 products, specifically.",0.053,0.136,0.811,-0.5423
October 12, Because they can manufacture massive amounts of Delta-8 and THC-0?  Farm Bill was a mistake,0.0,0.156,0.844,-0.34
October 12, This new delta 8 slaps,0.0,0.0,1.0,0.0
October 12, adderral is delta-8 meth,0.0,0.0,1.0,0.0
October 12," NEW: The Delta-8 Dilemma

A hemp-derived cannabinoid that supplies a high is roiling the industry, regulators, and health officials.",0.0,0.096,0.904,-0.1779
October 12, Delta 8 is cool i like diet weed,0.545,0.0,0.455,0.5859
October 12," @HawleyMO
 Stop by any “ vape” / alternative supp shop. Pick up Missouri Delta 8 thc supplement. This unregulated supp is severely stronger than most opiod presc drugs and does not require anything other than age 18! So very dangerously stupid of Missouri to allow !!!!",0.081,0.251,0.668,-0.8855
October 13, I’ve researched Delta 8 from Europe to Canada & the Flag of United States. The 5 most common severe side effects of delta 8 are nothing compared to the effect of opioids &Soma that I was on for pain management for 20 years. For the first time in 25 yrs I have less pain because of CBD and Up-pointing red triangle8️⃣ imho.,0.044,0.147,0.809,-0.7703
October 13, Uhh so I ate one (1) delta-8 gummy last night and tripped absolute balls??? Does this happen to other people or am I just a massive lightweight??,0.0,0.0,1.0,0.0
October 13," https://tinyurl.com/yfobmap7 New NORML Report Highlights Concerns Regarding Sale of Unregulated Delta-8 THC, Similar Products",0.0,0.0,1.0,0.0
October 13, Is Delta 8 safe? No. Probably not. Am I still gonna get high off it and listen to Les Rallizes Dénudés on weekends? Definitely yes a really big yes.,0.329,0.064,0.608,0.8466
October 13," I have been using CBD Delta 8 with 40mg of THC in a gummy/sour worm. I take a fourth of a worm & sleep great. You really have to be careful with edibles. I had a bad experience with them, so very conservative with it now.",0.132,0.081,0.787,0.296
October 13, Delta 8 is just diet weed,0.0,0.0,1.0,0.0
October 13, Idk about y’all but I wouldn’t smoke delta 8,0.0,0.167,0.833,-0.0516
October 13, What're Tommy's thoughts on vaping Delta 8 or Delta 10 products? I laughed at vaping until this worked for pain without getting high.,0.119,0.13,0.751,-0.0772
October 13, i should not have trusted the gas station delta 8 gummies .,0.0,0.242,0.758,-0.3724
October 13, delta 8 products helped a lot - doesnt have the psychoactive properties that cause anxiety/paranoia if u still wanna shmoke(:,0.0,0.0,1.0,0.0
October 14, HOW HAS DELTA-8 FUCKED ME UP SO BAD,0.0,0.577,0.423,-0.8479
October 14, Bruh these delta 8 edibles got my spine and brain tickling,0.0,0.0,1.0,0.0
October 14, everyone hold on bc i never believed the delta 8 hype and it’s lichrally weed,0.0,0.0,1.0,0.0
October 14, i love delta 8 so much y’all,0.512,0.0,0.488,0.6369
October 14, Delta 8 edibles hit omg,0.0,0.0,1.0,0.0
October 14," Delta 8 is making my current food hyperfixation even worse than it already was.
",0.0,0.205,0.795,-0.4767
October 14," Last Monday Michigan put all THC products under the MMFLA. So, no more selling Delta 8 at the corner drug store... Flushed face 

#MichiganCannabis
#marijuana",0.0,0.098,0.902,-0.3597
October 14, Time to rot my brain with some delta 8,0.0,0.0,1.0,0.0
October 14, Try Delta 8:) google it if you don’t already know:),0.0,0.0,1.0,0.0
October 14," In Texas right now Delta 8 is legal, it fell through the legislative cracks & it’s awesome:))",0.097,0.0,0.903,0.128
