date,tweet,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound
Aug 29,"I'm trying to stay open-minded about Delta 8 experiences. At least it doesn't make my heart race or make me completely paranoid. But I don't exactly feel ""in control"" when I get a little too much either...?",0.0,0.049,0.951,-0.1646
Aug 29,Delta 8 will definitely get you high and you don’t even realize it. Plus I can get this shit from damn near any smoke shop instead of going to a dispensary. Win win,0.244,0.164,0.592,0.5187
Aug 29,Thats how i feel about delta 8 vs real weed. Just give me a couple of extra giggles and make tge spaghetti taste better,0.198,0.0,0.802,0.5719
Aug 29,"come on people; have you used the delta -8 cbd/thc fro pain. relaxtion,........",0.0,0.216,0.784,-0.5106
Aug 30,Delta 8 aint what some people will try to sell it to you as BUYERS BEWARE IT ALMOST KILLED ME AND IT WOULD HAVE IF i hadn't killed myself first.... just be careful.... please... I'm so sorry,0.083,0.172,0.744,-0.5892
Aug 30,Tried Delta-8 edibles last night and them hoes had me on tilt. Maybe I’m late to the party but Austin has a legal dispensary that sells this shit.,0.108,0.176,0.717,-0.6457
Aug 30,I need to try delta 8 already,0.0,0.0,1.0,0.0
Aug 30,"So-called synthetic marijuana fell outside of the law, as Delta-8 THC is now. Yet another negative consequence of cannabis prohibition. See also wood alcohol.",0.0,0.139,0.861,-0.5719
Aug 30,I don't fuck with high amounts of delta 8 just because I've only ever had edibles that couch me out and keep me sedated lmao,0.243,0.0,0.757,0.775
Aug 31,Delta 8 is fake weed,0.0,0.508,0.492,-0.4767
Aug 31,yeah I like delta 8 vapes!,0.714,0.0,0.286,0.6114
Aug 31,Delta 8 does make you shit like a mf the morning after. It’s the laxative weed,0.138,0.199,0.663,-0.2732
Aug 31,I smoked delta 8 from the smoke shop which is 100% legal weed and I will say I like it a lot it gives me the same high,0.16,0.0,0.84,0.4588
Aug 31,"I swear I took one of those delta 8 gummies from Amy once, and that shit hit harder than any edible I’ve ever taken",0.0,0.202,0.798,-0.5859
Sep 1,Y’all be smoking that Delta 8 stuff from the gas station?,0.0,0.0,1.0,0.0
Sep 1,Delta 8 THC is a scam,0.0,0.552,0.448,-0.5719
Sep 1,This delta 8 stuff is gon get outta hand jus wait a few years,0.225,0.0,0.775,0.4939
Sep 1,"Delta-8 THC and THC-O products aren't subject to the same strict quality control, regulation and testing as goods sold on Washington's legal market.",0.064,0.0,0.936,0.128
Sep 2,Feds just letting delta-8 #thc get sold by comedy podcast dudes,0.2,0.0,0.8,0.3612
Sep 2,DELTA 8 MAKES ME SNEEZE TOO LMAO but it’s all i’ve got rn,0.204,0.0,0.796,0.4246
Sep 2,Delta 8 is said to induce a mild high effect. From what I read in my notes anyways.,0.0,0.0,1.0,0.0
Sep 2,"Trazadone worked great for me for a few years, but my body got used to it. Lexapro made my tinnitus worse, and took away sexual pleasure. I stopped taking both. I now take Banophen and Melatonin. Recently got some Delta 8, and that stuff is great!!....",0.152,0.121,0.726,0.3987
Sep 3,"Ooh, congratulations! How do they taste? I love the taste of regular dabs, HATE the flavor of delta 8.",0.302,0.159,0.539,0.6071
Sep 3,Every time I tell people I switched to Delta-8 they be responding like I just revealed to them that I’m gay,0.128,0.0,0.872,0.3612
Sep 3,"yea dude completely over it lol even as an advocate, i recommend trying delta-8 also doing cbd before hand if you’re gonna use an edible or smoke , also remember the golden rule you can always smoke or eat more …never less",0.191,0.0,0.809,0.83
Sep 3,Pushing that Delta 8 garbage too,0.0,0.0,1.0,0.0
Sep 4,"Delta 8 almost feels like the real stuff, but is kinda off imo",0.128,0.0,0.872,0.1558
Sep 4,Delta 8 just sugar free thc smh,0.344,0.24,0.417,0.25
Sep 4,"Well, I slept really good last night. A great combo of CBD, Delta 8, massage therapy and amazing cheese fries from Chilie Verde that I never knew they had.",0.375,0.0,0.625,0.9216
Sep 4,tried delta 8 for the first time last night and i almost didn’t make it to my bed it knocked me out so fast,0.0,0.0,1.0,0.0
Sep 5,I need these delta 8/ delta 10 products to stop making me have important realizations about my life etc. I'm not trying to grow as a person I just wanna Netflix and chill with myself,0.053,0.065,0.882,-0.1027
Sep 5,"I think it's hilarious that I took up vaping
also delta-8 is gr8, I've been calling it diet weed",0.299,0.0,0.701,0.7506
Sep 5,delta 8 rlly don’t do shit for me,0.0,0.375,0.625,-0.5574
Sep 5,Dis delta 8 grass really b hittin diff,0.0,0.0,1.0,0.0
Sep 6,"Understandable. Perhaps a poor dosage maybe? Though you know your body more than I do.
Overall there are the same side effects from both delta 8 & 9. Throwing up, cramps, headaches, vision alteration, ect. They happen in both. People take shrooms despite the risks, same concept.",0.081,0.066,0.853,-0.0736
Sep 6,"Depends what you're looking for when it comes to THC. If you can't handle marijuana then Delta-8 may be a better product for you. I wouldn't dismiss Delta 8 because it's a ""trash weed"". Even though it technically is.",0.079,0.0,0.921,0.4404
Sep 6,delta 8 is kinda good damn,0.325,0.302,0.374,0.0478
Sep 6,I’m scared but curious about delta 8,0.331,0.219,0.449,0.25
Sep 7,Haven’t slept all night Bc of fucking delta 8 keeping me up…,0.0,0.0,1.0,0.0
Sep 7,I’m tired of the delta 8 slander,0.0,0.367,0.633,-0.4404
Sep 7,"*Coworker talking about how her and another coworker text each other good morning* Graham do you do that with anyone
*looking up from sending “gm” to a chat with 53 other guys who all agree that if they smoke delta 8 again they will literally die* yeah I love my friends",0.257,0.0,0.743,0.9313
Sep 7,Couldn’t sleep lastnight so I took a delta 8 gummy. I’m at work bugging lol,0.203,0.0,0.797,0.4215
Sep 8,"Ngl, I think Delta 8 actually might have fixed my sleeping quality.
but it sacrificed the melatonin gummies. I literally can't take them anymore? I take them and it just feels completely unnatural vs my normal falling asleep.",0.0,0.054,0.946,-0.2263
Sep 7,wait i think i actually prefer delta 8 thc over regular thc,0.0,0.0,1.0,0.0
Sep 7,Delta 8 THC gummies have had me tf upside down for 3 hrs… lord let it end,0.0,0.0,1.0,0.0
Sep 7,so delta 8 ain't that bad.. like it's mild compared to what i'm used to buuut not bad.. solid 7/10,0.0,0.173,0.827,-0.3724
Sep 8,try delta 8. makes all my normal anxiety and paranoia go away no matter how high i get off it.,0.05,0.268,0.682,-0.5859
Sep 10,"for actual delta 9 THC, the super psychoactive one yeah you'll definitely need the card or doctor's okay to take it lol. Delta 8 is everything Entourage Effect without the effects of psychoactivity.",0.342,0.0,0.658,0.91
Sep 10,I been like way into delta 8 gummies recently,0.294,0.0,0.706,0.3612
Sep 10,"This took me forever to write because I tried out some new Delta 8 THC gummies and they hit hard and fast as f*** boy. Here's a second piece of advice.
If you're going to break the law, try to break one law at a time, or as minimum laws at a time as possible.",0.0,0.028,0.972,-0.1027
Sep 10,This Delta 8 kinda hittin,0.0,0.0,1.0,0.0
Sep 11,There's no lie! Delta 8 comes from Hemp. It's a loophole in the law. It's as real as any type of marijuana. It's actually more healthy than regular marijuana,0.108,0.072,0.82,0.2698
Sep 11,Delta 8 ain’t shit either,0.0,0.545,0.455,-0.5574
Sep 11,Delta 8 CBD is top tier,0.31,0.0,0.69,0.2023
Sep 11,Lmfaoo y’all be sleeping on the delta 8 gummies,0.0,0.0,1.0,0.0
Sep 12,"CBD is legal where I am, but it’s not available widely. I get mine at a smoke/vape shop, but things may be different in Joisey. I found the Delta-8 stuff to be more effective than generic CBD. The CBD options are a bit confusing, tbh. Maybe this will help:",0.181,0.045,0.773,0.7929
Sep 11,honestly delta 8 is really nice,0.67,0.0,0.33,0.7264
Sep 11,"I’ve got a hip that sometimes gives me trouble. 50mg of Delta-8 CBD (2 gummies) seems to help, lasts 2-3 hours(?). Takes the edge off, at least.",0.092,0.092,0.816,0.0
Sep 11,Of fucking course it’s a Karen. Delta 8 isn’t bad tho.,0.0,0.304,0.696,-0.5423
Sep 13,we have the Delta 8 CBD here in North Carolina now. Loving it. i could get THC with a doctor's note but only on Cherokee land. Which would fine if Cherokee land was closer to me!,0.137,0.0,0.863,0.6049
Sep 13,Go to rev and buy a delta 8 pen it’s basically the same and legal hahaha,0.298,0.0,0.702,0.6249
Sep 13,are u 21 + do u know anywhere they sell delta 8? it’s legal and should be in most smoke shops and it’s not like as good as regular but it gets the job done for sure,0.112,0.087,0.801,0.2363
Sep 13,Delta 8. It works fo rme.,0.0,0.0,1.0,0.0
